,Unnamed: 0,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_weekday,shipdate_month,shipdate_year,preparationtime
1929,1930,Standard Class,1071.576,4,0.4,-553.6476,Corporate,East,New York,Tables                                            ,Furniture,17,Sonntag,3,2013,21,Donnerstag,3,2013,4
1930,1931,Standard Class,358.58,2,0.0,39.4438,Corporate,South,Alabama,Tables                                            ,Furniture,25,Freitag,7,2014,29,Dienstag,7,2014,4
1931,1932,Second Class,268.935,3,0.5,-209.7693,Consumer,Central,Illinois,Tables                                            ,Furniture,7,Freitag,6,2013,11,Dienstag,6,2013,4
1932,1933,Second Class,215.148,2,0.4,-103.9882,Home Office,East,Ohio,Tables                                            ,Furniture,3,Sonntag,7,2016,6,Mittwoch,7,2016,3
1933,1934,Standard Class,573.7280000000001,4,0.2,-64.5444,Consumer,West,California,Tables                                            ,Furniture,4,Montag,11,2013,11,Montag,11,2013,7
1934,1935,Standard Class,1004.0239999999999,7,0.2,-112.9527,Consumer,West,California,Tables                                            ,Furniture,8,Donnerstag,12,2016,12,Montag,12,2016,4
1935,1936,Same Day,251.00599999999997,2,0.3,-68.1302,Consumer,Central,Texas,Tables                                            ,Furniture,30,Sonntag,10,2016,30,Sonntag,10,2016,0
1936,1937,Standard Class,700.056,3,0.3,-130.0104,Consumer,East,Massachusetts,Tables                                            ,Furniture,12,Sonntag,5,2013,17,Freitag,5,2013,5
1937,1938,Standard Class,933.408,4,0.3,-173.3472,Consumer,Central,Texas,Tables                                            ,Furniture,10,Donnerstag,3,2016,14,Montag,3,2016,4
1938,1939,First Class,400.032,2,0.4,-153.3456,Consumer,East,New York,Tables                                            ,Furniture,4,Freitag,12,2015,7,Montag,12,2015,3
1939,1940,Standard Class,393.165,3,0.5,-204.4458,Consumer,West,Arizona,Tables                                            ,Furniture,26,Samstag,9,2015,1,Donnerstag,10,2015,5
1940,1941,First Class,393.165,3,0.5,-204.4458,Consumer,West,Arizona,Tables                                            ,Furniture,26,Samstag,7,2014,28,Montag,7,2014,2
1941,1942,First Class,314.532,2,0.4,-83.8752,Home Office,East,Pennsylvania,Tables                                            ,Furniture,22,Montag,8,2016,24,Mittwoch,8,2016,2
1942,1943,Same Day,262.11,1,0.0,62.9064,Home Office,Central,Oklahoma,Tables                                            ,Furniture,21,Freitag,10,2016,21,Freitag,10,2016,0
1943,1944,First Class,550.431,3,0.3,-47.1798,Consumer,East,Maryland,Tables                                            ,Furniture,14,Samstag,2,2015,15,Sonntag,2,2015,1
1944,1945,Standard Class,629.064,3,0.2,31.4532,Consumer,West,California,Tables                                            ,Furniture,12,Dienstag,11,2013,16,Samstag,11,2013,4
1945,1946,First Class,377.45,5,0.5,-264.215,Home Office,West,Oregon,Tables                                            ,Furniture,19,Samstag,12,2015,22,Dienstag,12,2015,3
1946,1947,Second Class,241.56799999999998,2,0.2,-15.097999999999999,Consumer,West,California,Tables                                            ,Furniture,13,Sonntag,4,2014,17,Donnerstag,4,2014,4
1947,1948,First Class,1056.86,7,0.0,158.529,Consumer,South,Virginia,Tables                                            ,Furniture,10,Donnerstag,12,2015,12,Samstag,12,2015,2
1948,1949,Standard Class,301.96,2,0.0,45.294,Consumer,South,Arkansas,Tables                                            ,Furniture,1,Samstag,11,2014,8,Samstag,11,2014,7
1949,1950,Second Class,815.2919999999999,9,0.4,-339.705,Home Office,East,Pennsylvania,Tables                                            ,Furniture,22,Samstag,8,2015,24,Montag,8,2015,2
1950,1951,Standard Class,211.372,2,0.3,-45.294,Consumer,Central,Texas,Tables                                            ,Furniture,13,Sonntag,4,2014,17,Donnerstag,4,2014,4
1951,1952,Standard Class,452.94,3,0.0,67.941,Home Office,South,Georgia,Tables                                            ,Furniture,12,Sonntag,6,2016,19,Sonntag,6,2016,7
1952,1953,Standard Class,562.2925,7,0.45,-255.5875,Corporate,South,Florida,Tables                                            ,Furniture,13,Donnerstag,8,2015,17,Montag,8,2015,4
1953,1954,Standard Class,219.075,3,0.5,-131.445,Consumer,Central,Illinois,Tables                                            ,Furniture,19,Samstag,11,2016,23,Mittwoch,11,2016,4
1954,1955,Second Class,876.3,10,0.4,-292.1,Corporate,South,North Carolina,Tables                                            ,Furniture,5,Donnerstag,11,2015,7,Samstag,11,2015,2
1955,1956,First Class,292.1,4,0.5,-175.26,Consumer,Central,Illinois,Tables                                            ,Furniture,18,Montag,11,2013,21,Donnerstag,11,2013,3
1956,1957,Second Class,292.1,2,0.0,58.42,Consumer,South,Virginia,Tables                                            ,Furniture,27,Sonntag,3,2016,29,Dienstag,3,2016,2
1957,1958,Standard Class,347.361,7,0.3,-69.4722,Corporate,Central,Texas,Tables                                            ,Furniture,24,Freitag,10,2014,30,Donnerstag,10,2014,6
1958,1959,Second Class,177.225,5,0.5,-120.51299999999999,Consumer,Central,Illinois,Tables                                            ,Furniture,5,Freitag,6,2015,10,Mittwoch,6,2015,5
1959,1960,Standard Class,170.136,3,0.2,-8.5068,Corporate,West,California,Tables                                            ,Furniture,14,Sonntag,9,2014,18,Donnerstag,9,2014,4
1960,1961,Standard Class,35.445,1,0.5,-24.1026,Corporate,West,Arizona,Tables                                            ,Furniture,26,Samstag,12,2015,2,Samstag,1,2016,7
1961,1962,Standard Class,177.225,5,0.5,-120.51299999999999,Corporate,West,Oregon,Tables                                            ,Furniture,22,Samstag,10,2016,27,Donnerstag,10,2016,5
1962,1963,Same Day,283.56,4,0.0,45.3696,Corporate,West,Washington,Tables                                            ,Furniture,1,Donnerstag,9,2016,1,Donnerstag,9,2016,0
1963,1964,Same Day,567.12,10,0.2,-28.355999999999998,Corporate,West,California,Tables                                            ,Furniture,27,Montag,5,2013,27,Montag,5,2013,0
1964,1965,First Class,382.806,9,0.4,-153.1224,Consumer,East,New York,Tables                                            ,Furniture,9,Samstag,8,2014,12,Dienstag,8,2014,3
1965,1966,First Class,718.1160000000001,6,0.3,-71.8116,Corporate,Central,Texas,Tables                                            ,Furniture,19,Samstag,11,2016,21,Montag,11,2016,2
1966,1967,Standard Class,205.176,2,0.4,-58.1332,Home Office,East,Ohio,Tables                                            ,Furniture,20,Montag,4,2015,26,Sonntag,4,2015,6
1967,1968,Second Class,273.568,2,0.2,10.2588,Corporate,West,California,Tables                                            ,Furniture,14,Sonntag,12,2014,16,Dienstag,12,2014,2
1968,1969,Standard Class,239.372,2,0.3,-23.9372,Consumer,East,Maryland,Tables                                            ,Furniture,5,Montag,10,2015,10,Samstag,10,2015,5
1969,1970,Standard Class,136.53,1,0.4,-52.3365,Consumer,East,Ohio,Tables                                            ,Furniture,14,Samstag,12,2013,21,Samstag,12,2013,7
1970,1971,First Class,796.425,7,0.5,-525.6405,Home Office,Central,Illinois,Tables                                            ,Furniture,22,Sonntag,6,2014,25,Mittwoch,6,2014,3
1971,1972,Standard Class,273.06,2,0.4,-104.67299999999999,Consumer,East,Ohio,Tables                                            ,Furniture,25,Sonntag,12,2016,30,Freitag,12,2016,5
1972,1973,Standard Class,2275.5,10,0.0,386.835,Corporate,South,Virginia,Tables                                            ,Furniture,31,Sonntag,5,2015,4,Donnerstag,6,2015,4
1973,1974,Standard Class,369.912,3,0.2,-13.8717,Consumer,West,California,Tables                                            ,Furniture,9,Mittwoch,4,2014,14,Montag,4,2014,5
1974,1975,Standard Class,863.128,8,0.3,-160.2952,Consumer,Central,Texas,Tables                                            ,Furniture,6,Freitag,11,2015,10,Dienstag,11,2015,4
1975,1976,Standard Class,863.128,7,0.2,-32.3673,Corporate,West,California,Tables                                            ,Furniture,1,Samstag,8,2015,6,Donnerstag,8,2015,5
1976,1977,Standard Class,512.19,5,0.3,-65.85300000000001,Consumer,Central,Texas,Tables                                            ,Furniture,11,Sonntag,9,2016,16,Freitag,9,2016,5
1977,1978,Standard Class,1024.38,7,0.0,215.1198,Consumer,Central,Missouri,Tables                                            ,Furniture,9,Sonntag,11,2014,13,Donnerstag,11,2014,4
1978,1979,Standard Class,351.216,3,0.2,4.3902,Corporate,West,California,Tables                                            ,Furniture,13,Samstag,7,2013,17,Mittwoch,7,2013,4
1979,1980,First Class,307.314,3,0.3,-39.5118,Consumer,Central,Texas,Tables                                            ,Furniture,29,Mittwoch,6,2016,30,Donnerstag,6,2016,1
1980,1981,Standard Class,102.43799999999999,1,0.3,-13.1706,Consumer,Central,Texas,Tables                                            ,Furniture,19,Sonntag,1,2014,23,Donnerstag,1,2014,4
1981,1982,Same Day,181.797,1,0.3,-15.5826,Consumer,East,Connecticut,Tables                                            ,Furniture,15,Donnerstag,1,2015,15,Donnerstag,1,2015,0
1982,1983,Standard Class,934.956,6,0.4,-249.3216,Consumer,South,Tennessee,Tables                                            ,Furniture,22,Donnerstag,12,2016,28,Mittwoch,12,2016,6
1983,1984,First Class,1298.55,5,0.0,311.652,Consumer,West,Washington,Tables                                            ,Furniture,13,Sonntag,10,2013,15,Dienstag,10,2013,2
1984,1985,Same Day,1090.782,7,0.4,-290.8752,Consumer,East,New York,Tables                                            ,Furniture,31,Donnerstag,7,2014,31,Donnerstag,7,2014,0
1985,1986,Standard Class,1038.84,5,0.2,51.942,Consumer,West,California,Tables                                            ,Furniture,2,Sonntag,11,2014,6,Donnerstag,11,2014,4
1986,1987,Second Class,521.96,2,0.0,88.7332,Home Office,West,Washington,Tables                                            ,Furniture,3,Samstag,12,2016,7,Mittwoch,12,2016,4
1987,1988,Second Class,913.43,5,0.3,-169.637,Consumer,Central,Texas,Tables                                            ,Furniture,3,Sonntag,1,2016,5,Dienstag,1,2016,2
1988,1989,Standard Class,652.45,5,0.5,-430.61699999999996,Corporate,Central,Illinois,Tables                                            ,Furniture,9,Sonntag,10,2016,14,Freitag,10,2016,5
1989,1990,Standard Class,313.176,2,0.4,-120.0508,Corporate,East,New York,Tables                                            ,Furniture,26,Samstag,12,2015,31,Donnerstag,12,2015,5
1990,1991,Standard Class,1252.704,8,0.4,-480.2032,Consumer,East,Pennsylvania,Tables                                            ,Furniture,21,Freitag,11,2014,25,Dienstag,11,2014,4
1991,1992,Standard Class,626.352,3,0.2,-23.4882,Consumer,West,California,Tables                                            ,Furniture,3,Sonntag,3,2013,7,Donnerstag,3,2013,4
1992,1993,Second Class,2348.82,9,0.0,399.2994,Home Office,West,Washington,Tables                                            ,Furniture,29,Sonntag,9,2013,1,Dienstag,10,2013,2
1993,1994,Second Class,313.176,2,0.4,-120.0508,Corporate,East,New York,Tables                                            ,Furniture,27,Freitag,11,2015,1,Dienstag,12,2015,4
1994,1995,Standard Class,730.2,4,0.0,94.926,Corporate,West,Washington,Tables                                            ,Furniture,18,Montag,11,2013,25,Montag,11,2013,7
1995,1996,First Class,127.785,1,0.3,-31.0335,Corporate,Central,Texas,Tables                                            ,Furniture,23,Mittwoch,11,2016,26,Samstag,11,2016,3
1996,1997,Standard Class,91.275,1,0.5,-67.5435,Consumer,Central,Illinois,Tables                                            ,Furniture,19,Mittwoch,10,2016,23,Sonntag,10,2016,4
1997,1998,First Class,328.59,3,0.4,-147.8655,Corporate,South,Tennessee,Tables                                            ,Furniture,20,Sonntag,10,2013,23,Mittwoch,10,2013,3
1998,1999,Second Class,182.55,2,0.5,-135.08700000000002,Consumer,West,Arizona,Tables                                            ,Furniture,22,Donnerstag,12,2016,25,Sonntag,12,2016,3
1999,2000,Standard Class,912.75,5,0.0,118.6575,Consumer,West,Utah,Tables                                            ,Furniture,14,Sonntag,9,2014,19,Freitag,9,2014,5
2000,2001,Same Day,146.04,1,0.2,-12.7785,Consumer,West,California,Tables                                            ,Furniture,9,Mittwoch,9,2015,9,Mittwoch,9,2015,0
2001,2002,Same Day,328.59,3,0.4,-147.8655,Corporate,East,Ohio,Tables                                            ,Furniture,12,Samstag,12,2015,12,Samstag,12,2015,0
2002,2003,Standard Class,330.588,1,0.4,-115.7058,Consumer,East,New York,Tables                                            ,Furniture,2,Freitag,10,2015,6,Dienstag,10,2015,4
2003,2004,Standard Class,1652.94,3,0.0,314.0586,Consumer,South,Virginia,Tables                                            ,Furniture,6,Sonntag,9,2015,11,Freitag,9,2015,5
2004,2005,Standard Class,661.176,2,0.4,-231.4116,Corporate,East,Ohio,Tables                                            ,Furniture,22,Donnerstag,10,2015,27,Dienstag,10,2015,5
2005,2006,Second Class,385.686,1,0.3,-60.6078,Consumer,East,Rhode Island,Tables                                            ,Furniture,31,Donnerstag,10,2013,2,Samstag,11,2013,2
2006,2007,Second Class,275.49,1,0.5,-170.8038,Consumer,West,Oregon,Tables                                            ,Furniture,6,Freitag,12,2013,11,Mittwoch,12,2013,5
2007,2008,Standard Class,991.7639999999999,3,0.4,-347.1174,Corporate,East,New York,Tables                                            ,Furniture,6,Donnerstag,6,2013,11,Dienstag,6,2013,5
2008,2009,First Class,674.352,3,0.2,-8.4294,Home Office,West,California,Tables                                            ,Furniture,13,Freitag,11,2015,16,Montag,11,2015,3
2009,2010,Second Class,842.94,3,0.0,160.1586,Consumer,South,Kentucky,Tables                                            ,Furniture,4,Mittwoch,11,2015,9,Montag,11,2015,5
2010,2011,Standard Class,337.176,2,0.4,-118.0116,Corporate,East,Pennsylvania,Tables                                            ,Furniture,15,Montag,6,2015,22,Montag,6,2015,7
2011,2012,First Class,1685.88,6,0.0,320.3172,Corporate,West,Nevada,Tables                                            ,Furniture,6,Mittwoch,5,2015,7,Donnerstag,5,2015,1
2012,2013,Standard Class,277.5,4,0.5,-188.7,Consumer,West,Oregon,Tables                                            ,Furniture,2,Samstag,8,2014,6,Mittwoch,8,2014,4
2013,2014,Standard Class,333.0,3,0.2,-16.65,Consumer,West,California,Tables                                            ,Furniture,27,Sonntag,1,2013,2,Samstag,2,2013,6
2014,2015,Standard Class,69.375,1,0.5,-47.175,Consumer,Central,Illinois,Tables                                            ,Furniture,31,Sonntag,1,2016,7,Sonntag,2,2016,7
2015,2016,Standard Class,194.25,2,0.3,-38.85,Consumer,East,Massachusetts,Tables                                            ,Furniture,7,Dienstag,5,2013,12,Sonntag,5,2013,5
2016,2017,Second Class,166.5,2,0.4,-66.6,Consumer,East,New York,Tables                                            ,Furniture,5,Samstag,11,2016,10,Donnerstag,11,2016,5
2017,2018,Standard Class,300.904,1,0.2,11.2839,Corporate,West,California,Tables                                            ,Furniture,4,Mittwoch,5,2016,9,Montag,5,2016,5
